claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,claim_day,claim_month,claim_year
343056384,0.482142857,1,1,0.856,0.515644235,1,1,1,20103,2,2,0,0,0.98,0,1,0.666666667,1,0.976093752,0,0.630374316,0.374124802,1,0.511419487,0.340782219,3,1,23,9,2024
343201536,0.589285714,0,1,0.552,0.577092737,1,1,1,15012,4,2,0,0,0.57,0,1,0.285714286,2,0.307017938,4,0.303900739,0.114323695,0,0.352783681,0.347424477,5,1,31,3,2024
343263744,0.285714286,0,1,0.056,0.374435782,1,0,1,80021,6,1,0,0,0.08,0,0,0.476190476,0,1,0,0.168910176,0.262613329,0.4,0.910109421,0.397475482,4,1,10,9,2024
343554048,0.410714286,1,1,0.52,0.468557653,0,0,0,15037,2,2,0,0,0.94,0,1,0.380952381,1,0.030265544,1,0.343122057,0.208937582,0,0.73711935,0.671657936,2,0,6,3,2023
343657728,0.535714286,0,1,0.808,1,0,1,0,15021,1,1,0,0,0.06,0,1,0.476190476,0,0.25195742,4,0.343193677,0.751070691,1,0.511419487,0.584697163,2,0,12,1,2024
343678464,0.410714286,0,1,0.6,1,1,1,1,80004,4,2,0,0,0.66,0,0,0.285714286,2,0.98416862,5,0.175413972,0.204991406,0.4,0.823568724,0.68601798,8,0,29,10,2023
343802880,0.25,1,0,0.856,1,0,1,0,20155,6,1,0,0,0.11,0,1,0.19047619,1,0.952257907,4,0.792752433,0.310434121,0,0.375,0.523333329,6,0,10,9,2024
343948032,0.232142857,1,0,0.552,1,1,1,1,15055,4,1,0,0,0.03,0,1,0.285714286,0,0.248155914,2,0.721853032,0.377783175,0,0.352783681,0.406669062,5,0,7,5,2023
344093184,0.625,0,0,0.584,0.5966865,1,1,1,20164,1,1,0,0,0.41,0,0,0.19047619,2,0.146310102,3,0.554222722,0.504593705,0.4,0.910109421,0.231710572,7,0,14,6,2024
344321280,0.857142857,1,1,0.584,0.70773492,0,1,0,80110,5,1,0,0,0.13,0,1,0.380952381,1,0.141742503,2,0.385439978,1,0.4,0.576258593,0.475364302,0,1,23,5,2024
344342016,0.357142857,1,1,0.888,0.429370127,1,1,0,50056,5,2,0,0,1,0,1,0.19047619,0,0.189454772,5,0.119553008,0.458916086,0,0.73711935,0.633055595,5,0,4,4,2024
344570112,0.285714286,0,1,0.424,0.374025441,1,1,1,80001,5,0,0,0,0.01,0,0,0.476190476,1,0.644969512,0,0.523261969,0.410068151,0,0.375,0.66414739,6,0,2,11,2023
344881152,0.410714286,1,1,0.536,0.468044727,1,1,0,80022,2,1,0,0,0.3,0,0,0.666666667,1,0.610577439,1,0.245708145,0.320482826,0.4,0.910109421,0.407233794,3,0,29,4,2024
345109248,0.464285714,1,1,0.76,1,1,1,0,20128,5,0,0,0,0.27,0,1,0.285714286,2,1,6,0.208305829,0.226672515,1,0.505093315,0.758676775,3,0,10,10,2024
345129984,0.732142857,1,1,0.536,1,0,1,1,15026,3,1,0,0,0.34,0,1,0.761904762,2,0.491397198,6,0.21874841,0.326559203,1,0.511419487,0.560732575,6,0,18,2,2023
345150720,0.375,1,0,0.744,0,0,0,0,15012,4,1,0.4,0,0.52,0,1,0.666666667,0,0.148794495,5,0.466666956,0.604303574,0.4,0.823568724,0.853250326,5,1,10,12,2023
345192192,0.339285714,1,1,0.872,0.417521543,1,1,0,80040,7,1,0,0,0.1,0,1,0.476190476,1,0.138384432,6,0.849267175,0.326646147,0,0.60068326,0.213002398,3,1,26,4,2023
345233664,0.321428571,1,0,0.472,0.40351867,0,0,0,15009,4,0,0,0,0.2,0,1,0.380952381,2,0.407319085,0,0.629513964,0.233580482,0.4,0.306150998,0.31041817,4,0,20,8,2023
345254400,0.625,1,1,0.776,0.596583915,1,0,0,15021,3,0,0,0,0.96,0,0,0.571428571,1,0.246314054,4,0.448852518,1,1,0.43611148,0.406062047,2,1,21,12,2024
345378816,0.428571429,1,0,0.456,1,1,1,0,15031,2,1,0,0,0.15,0,0,0.19047619,1,0.327017845,3,0.275703026,0.775013195,0,0.371919935,0.835649582,1,0,18,3,2024
345586176,0.553571429,1,1,0.6,0.557498974,0,1,1,20102,5,1,0,0,0.01,0,0,0.571428571,1,0.632882483,2,0.24447036,0.492521024,0.4,0.823568724,0.546576951,3,0,30,5,2024
345648384,0.571428571,1,1,0.712,1,1,1,0,15001,3,1,0,0,0.95,0,0,0.285714286,0,0.857005457,2,0.105108608,0.373170188,0,0.375,0.38815876,5,0,23,9,2023
345793536,0.410714286,1,1,0.712,0.468403775,1,0,0,50002,6,2,0.4,0,0.34,0,1,0.952380952,2,0.194572943,5,0.162493098,0.508887266,0.4,0.306150998,0.729349574,5,1,24,10,2023
346083840,0.25,0,1,0.888,1,0,1,1,50054,4,1,0,0,0.48,0,0,0.666666667,1,0.533288705,6,0.776506066,0.623621912,0.4,0.576258593,0.46939599,4,0,12,2,2023
346332672,0.232142857,1,1,0.84,0.328221174,1,0,1,20119,6,1,0,0,0.5,0,0,0.666666667,0,0.449739654,5,0.249510531,0.19742022,0,0.375,0.696949075,5,0,19,9,2023
346353408,0.321428571,1,1,0.648,0.403262208,1,1,0,15004,1,1,0,0,0.04,0,0,0.666666667,2,0.516121861,3,0.510296053,0.329385381,0,0.60068326,0.394028188,4,0,1,11,2024
346415616,0.589285714,0,1,0.712,0.577913418,1,1,0,85018,5,1,0,0,0.99,0,1,1,2,0.294530867,4,0.694042297,0.127233588,0.4,0.306150998,0.421479118,2,0,18,7,2024
346540032,0.464285714,1,1,0.472,1,0,0,0,20101,5,1,0,0,0.56,0,0,0.19047619,0,0.658577937,0,0.504691917,0.287671703,0,0.371919935,0.491510685,6,0,18,1,2024
346602240,0.303571429,1,0,0.888,1,1,1,1,20156,3,1,0,0,0.33,0,1,0.19047619,0,0.232505007,0,0.786513012,0.192164281,0,0.73711935,0.361862575,8,0,3,2,2024
346622976,0.321428571,0,0,0.664,1,1,0,1,80014,3,1,0,0,0,0,1,0.761904762,2,0.487669492,3,0.310310753,0.195007708,1,0.505093315,0.532208086,2,0,9,9,2023
346685184,0.339285714,1,1,0.792,1,1,1,0,50010,5,0,0,0,0.96,0,0,0.19047619,0,0.428072317,4,0.486119112,0.34917668,0.4,0.823568724,0.631501146,8,0,24,8,2023
346768128,0.375,1,0,0.488,1,1,0,0,80025,7,1,0.4,0,0.63,0,1,0.19047619,1,0.547928855,2,0.225010087,0.467010407,0,0.60068326,0.499617924,6,0,10,5,2023
346851072,0.5,0,1,0.264,1,1,0,1,85046,2,1,0,0,0.25,0,1,0.666666667,2,0.21310281,0,0.374869277,0.707329333,0.4,0.306150998,0.165047454,6,0,9,1,2023
346892544,0.464285714,1,1,0.904,1,1,1,0,50022,7,0,0.4,0,0.33,0,1,0.285714286,0,0.282406569,5,0.132937646,0.403026072,1,0.43611148,0.365359299,4,0,21,2,2024
346975488,0.428571429,1,1,0.584,1,0,1,1,80036,4,1,0,0,1,0,1,0.571428571,1,0.218482481,4,0.064332487,0.453841224,0,0.499705277,0.583026388,2,0,23,7,2023
347058432,0.357142857,1,1,0.44,1,1,1,1,15012,1,1,0.8,0,0.49,0,1,0.476190476,2,0.251783415,3,0.213246811,0.379486468,0.4,0.576258593,0.657364273,4,0,31,5,2024
347099904,0.5,0,1,0.584,0.525748872,1,1,0,85002,3,1,0.4,0,0.2,0,1,0.380952381,0,0.984152433,4,0.72785495,0.566482076,1,0.505093315,0.421025952,2,1,24,8,2024
347908608,0.285714286,0,1,0,1,1,0,1,15021,2,2,0,0,0.21,0,0,0.285714286,2,0.399569166,6,0.503137983,0.546129705,1,0.511419487,0.920168287,6,0,4,11,2024
347929344,0.553571429,0,0,0.472,1,1,0,0,50048,7,2,0,0,0.93,0,0,0.095238095,1,0.316391402,5,0.432083035,0.413468428,0.4,0.823568724,0.457887333,3,0,23,10,2024
348012288,0.285714286,1,0,0.12,0.374640952,1,1,0,50051,1,1,0.8,0,0.51,0,0,0.476190476,0,0.322911885,2,0.137267482,0.310222771,0,0.375,0.931790079,7,1,8,3,2024
348240384,0.517857143,1,0,0.584,0.536520312,0,0,0,20164,6,2,0,0,0.72,0,1,0.857142857,0,0.36251707,4,0.180393451,0.47413161,1,0.43611148,0.782841136,5,1,3,1,2023
348468480,0.428571429,0,1,0.136,0.480149774,1,1,0,50047,3,2,0,0,0.96,0,0,0.380952381,0,0.551997224,4,0.146185139,0.695384538,0,0.499705277,0.952242033,5,1,28,9,2024
348509952,0.285714286,1,1,0.936,0.374333197,1,0,1,50029,6,0,0.4,0,0.99,0,1,0.476190476,0,0.069652992,3,0.405393152,0.358776466,0,0.371919935,0.280863616,4,0,4,4,2023
348551424,0.732142857,0,1,0.712,0.650697579,0,1,0,20115,5,1,0,0,0.23,0,1,0.19047619,2,0.222880124,5,0.43497425,0.283961439,0.4,0.576258593,0.600817408,4,1,7,11,2024
348572160,0.232142857,0,0,0.584,0.328631514,1,0,0,50009,1,0,0,0,0.99,0,1,0.285714286,0,0.08485648,3,0.413411527,0.441191483,0,0.73711935,0.565656128,0,1,13,1,2023
348592896,0.446428571,1,0,0.632,0.49261387,0,0,1,15026,6,2,0,0,0.05,0,1,0.761904762,1,0.460543961,1,0.297205298,0.331759979,1,0.505093315,0.753127178,5,1,22,8,2023
348655104,0.553571429,1,1,0.504,0.558114485,1,1,1,20143,7,1,0,0,0.03,0,0,0.761904762,1,0.308610893,5,0.137999003,0.45404621,1,0.511419487,0.171090392,4,1,22,5,2024
348675840,0.339285714,1,0,0.552,0.416239229,0,0,0,80033,6,1,0,0,0.85,0,1,0.380952381,1,0.574521419,4,0.143394203,0.310183064,0.4,0.823568724,0.376117923,3,0,24,1,2023
348758784,0.303571429,1,1,0.2,0.38936192,1,1,1,15027,2,2,0,0,0.61,0,0,0.285714286,1,0.292123889,1,0.412447052,0.47846737,0,0.352783681,0.903132043,6,0,23,9,2024
348862464,0.625,1,1,0.408,1,0,0,1,15038,3,0,0.4,0,0.01,0,0,0.761904762,2,0.484751275,1,0.281468279,0.393192958,0.4,0.910109421,0.473207359,4,0,19,10,2024
348883200,1,0,1,0.84,1,0,1,0,15009,2,1,0,0,1,0,1,0.285714286,0,0.516591225,3,0.328784417,0.832226648,0,0.499705277,0.531816384,6,0,24,7,2023
349007616,0.357142857,1,1,0.056,1,0,1,0,20102,6,2,0.4,0,0.56,0,1,0.285714286,1,0.422722272,1,0.312622259,0.771696675,0,0.371919935,0.504757305,7,0,25,7,2023
349049088,0.75,1,1,0.84,1,1,0,0,85016,2,2,0,0,0.3,0,0,0.380952381,1,0.291994948,4,0.374690688,0.718245612,0.4,0.576258593,0.647734649,4,0,13,11,2023
349069824,0.446428571,0,1,0.504,1,0,1,1,50054,4,0,0,0,0.98,0,0,0.571428571,2,0.406928392,2,0.277816915,0.461498231,0,0.73711935,0.672492998,4,0,5,11,2023
349194240,0.357142857,0,0,0.744,0.430190808,1,1,1,20152,7,2,0,0,0.69,0,0,0.952380952,0,0.297045473,1,0.626468744,0.812194785,1,0.511419487,0.749727208,3,0,21,6,2023
349360128,0.767857143,1,1,0.68,0.666752154,1,1,0,20148,3,2,0,0,0.66,0,0,1,2,0.78688314,1,0.358036799,0.289327083,0,0.375,0.590751984,1,0,26,8,2023
349422336,0.357142857,1,1,0.568,0.429524005,1,1,0,50051,2,0,0.4,0,0.49,0,1,0.285714286,2,0.342592672,4,0.410682518,1,0,0.60068326,0.414910934,3,0,11,9,2023
349691904,0.482142857,0,1,0.744,1,0,1,1,50054,4,1,0.4,0,0.97,0,1,0.476190476,0,0.078533323,0,0.555807851,0.363148474,0,0.499705277,0.58574764,6,0,2,4,2023
349774848,0.375,0,1,0.696,1,1,1,0,85003,6,1,0,0,0.93,0,0,0.952380952,2,0.576245103,5,0.222203703,0.310818438,0,0.73711935,0.523882616,4,0,10,12,2024
349940736,0.410714286,1,0,0.856,1,1,1,0,20142,1,0,0,0,0.03,0,1,0.571428571,1,0.22803383,3,0.550323492,0.24142318,0.4,0.823568724,0.576976938,3,0,29,3,2024
350168832,0.321428571,0,0,0.888,0.403877719,0,1,0,80033,1,1,0,0,1,0,0,0.095238095,0,0.326384132,4,0.039557038,0.477238539,0,0.352783681,0.673222782,5,0,20,9,2024
350189568,0.517857143,1,1,0.472,0.536571604,1,0,0,20106,3,1,0,0,0.27,0,1,0.571428571,0,0.55303514,0,0.337719619,0.313900351,0.4,0.306150998,0.293766459,2,0,21,1,2023
350210304,0.375,0,1,0.728,0.442911366,0,1,0,85069,7,1,0.8,0,0.5,0,1,0.666666667,1,0.856066176,5,0.396492872,0.890207017,1,0.43611148,0.653805,8,1,29,11,2023
350272512,0.375,1,0,0.616,0.443834633,0,1,1,20134,6,1,0,0,0.62,0,1,0.285714286,1,0.54585224,3,0.176711702,0.581069719,0.4,0.910109421,0.996828812,7,1,23,1,2024
350355456,0.482142857,1,0,0.696,0.514618383,1,0,1,80012,4,1,0,0,0.01,0,1,0.666666667,0,0.305943625,2,0.355808862,0.098268848,0,0.371919935,0.89802637,3,1,4,6,2023
350396928,0.535714286,1,0,0.744,1,1,0,0,50032,1,2,0.4,0,0.4,0,1,0.380952381,0,0.065510809,6,0.289978134,0.427041189,0.4,0.576258593,0.764251068,5,0,13,1,2023
350459136,0.625,0,1,0.008,1,1,0,1,85078,1,0,0,0,0.28,0,1,0.476190476,2,0.335260866,1,0.238412878,0.404779239,1,0.505093315,0.508607696,4,0,14,6,2024
350832384,0.267857143,0,1,0.824,1,1,0,0,85077,6,2,0.4,0,0.98,0,0,0.19047619,0,0.581915267,6,0.179963469,0.946707933,0,0.352783681,0.869555205,8,0,2,1,2024
350853120,0.285714286,1,1,0,1,0,1,0,15031,7,0,0,0,0.53,0,1,0.285714286,0,0.763793106,6,0.452669048,0.34663763,0.4,0.306150998,0.58385331,3,0,13,11,2024
350915328,0.517857143,0,1,0.76,0.536622897,0,1,0,50044,1,2,0,0,0.39,0,0,0.476190476,2,1,6,0.56789215,0.470158364,1,0.43611148,0.57784775,6,0,27,10,2023
350936064,0.214285714,0,0,0.52,0.312320476,1,1,0,80110,4,1,0,0,0.57,0,1,0.285714286,2,0.161448315,2,0.330425359,0.43573794,0.4,0.910109421,0.619908119,2,0,23,7,2023
351184896,0.392857143,1,1,0.616,0.455631924,1,0,1,80105,4,2,0,0,0.97,0,0,0.380952381,2,0.718613732,0,0.562234093,0.281750394,0,0.371919935,0.834307513,6,0,24,11,2024
351247104,0.5,0,1,0.28,0.525697579,1,0,0,50054,4,0,1,0,0.59,0,1,0.380952381,1,0.542129848,1,0.371324578,0.265248681,0.4,0.576258593,0.316030304,2,0,22,12,2024
351330048,0.428571429,1,0,0.776,0.480406237,1,1,0,50007,2,2,0,0,0.41,0,0,0.095238095,1,0.286731728,2,0.941735894,0.395109072,0,0.73711935,0.549445969,6,0,13,11,2023
351744768,0.785714286,0,1,0,1,1,0,1,20148,7,1,0,0,0.12,0,0,0.19047619,2,0.415608147,2,0.153331544,0.373370093,1,0.43611148,0.732589986,3,0,4,10,2023
351765504,0.535714286,1,1,0.712,1,0,1,1,15001,6,2,0,0,0.5,0,1,0.19047619,0,0.374967024,3,0.278296845,0.479334498,0.4,0.910109421,0.681169615,4,0,24,9,2024
351931392,0.803571429,1,0,0.712,1,1,1,1,85078,7,1,0,0,0.5,0,0,0.095238095,2,0.149254355,4,0.136038823,0.496609945,1,0.511419487,0.609731059,7,0,12,7,2023
351993600,0.553571429,1,1,0,1,1,1,1,85077,3,1,0,0,0.5,0,0,0.095238095,1,1,2,0.296449336,0.445855458,0,0.375,0.692187046,1,0,27,1,2024
352035072,0.410714286,1,0,0,1,0,1,0,85011,5,2,0,0,0.64,0,1,0.476190476,0,0.236275468,3,0.191045925,0.553751293,0,0.60068326,0.471185602,3,0,11,5,2023
352138752,0.392857143,0,1,0.616,0.456093558,1,1,0,80030,5,2,0,0,0.75,0,1,0.19047619,2,0.276489367,0,0.320474984,0.463839532,0.4,0.306150998,0.539606273,2,0,7,12,2023
352304640,0.089285714,1,0,0.712,0.181114075,1,1,1,85054,4,1,0,0,0.44,0,0,0.095238095,0,0.372018402,2,0.596498211,0.216374878,0,0.499705277,0.637018107,4,0,24,9,2023
352325376,0.267857143,0,1,0.76,0.359919984,1,1,1,85064,2,0,0,0,0.25,0,0,0.571428571,1,0.170121927,0,0.289621229,0.503973423,0,0.371919935,0.388464384,3,1,22,5,2023
352366848,0.410714286,1,1,0.696,0.467788264,0,0,0,85072,3,0,1,0,0.49,0,1,0.666666667,0,0.342545637,2,0.606711699,0.581831813,0.4,0.576258593,0.545988087,6,1,11,11,2023
352408320,0.589285714,0,1,0.904,0.577400492,1,1,0,15010,1,1,0,0,0.5,0,0,0.285714286,0,0.151833105,3,0.493423271,0.462389619,0,0.73711935,0.754341432,4,0,6,10,2023
352429056,0.428571429,1,0,0.792,0.480354945,0,1,0,50007,7,1,0,0,0.09,0,0,0.476190476,1,0.593866235,5,0.458305282,0.648623584,1,0.505093315,0.289456226,6,0,11,1,2023
352470528,0.321428571,0,1,0.584,0,1,0,0,80022,3,2,0.4,0,0,0,1,0.095238095,0,0.503963383,4,0.814233049,0.379627814,1,0.511419487,0.50676578,5,1,7,10,2023
352532736,0.642857143,1,1,0.488,0.606585966,0,1,1,50046,5,1,0.8,0,0.5,0,1,0.380952381,1,0.377018817,6,0.543081428,0.364160531,0,0.375,0.558219029,4,0,26,12,2024
352553472,0.392857143,1,1,0.472,0,1,0,0,85072,4,1,1,0,0.76,0,1,0.380952381,0,1,1,0.608044944,0.744828853,0,0.60068326,0.815313229,5,1,19,3,2023
352574208,0.464285714,0,1,0.632,0.504308576,0,1,0,20151,6,2,0,0,0,0,1,0.571428571,1,0.117449732,2,0.379879988,0.252625382,0,0.352783681,0.653646217,4,0,5,9,2023
352657152,0.392857143,1,1,0.776,0.455221584,1,1,0,20101,7,2,0,0,0.07,0,0,0.095238095,0,0.680691541,2,0.417145969,0.294373084,1,0.43611148,0.69659518,2,0,23,8,2023
352677888,0.410714286,1,1,0.68,1,1,0,1,80107,1,1,0,0,0.58,0,1,0.476190476,2,0.30960967,3,0.195300073,0.495534537,0.4,0.910109421,0.583140914,3,0,17,5,2024
352843776,0.285714286,1,1,0.872,1,1,1,0,20137,3,2,0,0,0.01,0,1,0.285714286,0,0.131205534,5,0.404924853,0.333740864,0,0.73711935,1,3,0,23,11,2024
353113344,0.428571429,1,0,0.632,1,1,1,0,15031,3,2,0,0,0.49,0,1,0.476190476,0,0.347100281,0,0.559773836,0.318517353,1,0.511419487,0.65573903,6,0,29,6,2024
353175552,0.625,1,1,0.792,1,1,1,1,15022,4,1,0,0,0.12,0,0,0.095238095,0,0.307400323,4,0.47236276,0.437090707,0.4,0.823568724,0.688956473,5,0,29,9,2024
353217024,0.392857143,0,1,0.376,0.45593968,0,1,1,85014,1,1,0,0,0.22,0,0,0.476190476,1,0.253693249,1,0.137776905,0.550515937,0,0.375,0.589483333,2,1,23,2,2024
353465856,0.267857143,1,1,0.584,0.359150595,1,1,1,20148,5,2,0,0,0.53,0,0,0.476190476,2,0.657939047,3,0.468498174,0.480473304,1,0.43611148,0.365389258,1,0,24,8,2023
353611008,0.214285714,1,0,0.888,0.313243742,0,1,1,15012,2,1,0,0,0.81,0,1,0.761904762,1,0.087595023,1,0.814043004,0.273554598,0.4,0.910109421,0.815689906,2,0,17,4,2023
353673216,0.357142857,0,1,0.84,0.428754616,1,1,0,50006,1,2,0,0,0.04,0,0,0.380952381,2,0.430225551,1,0.133244457,0.243479713,0,0.499705277,0.643971842,2,1,8,9,2023
353735424,0.571428571,1,1,0.472,0.566680345,1,0,1,20156,5,1,0,0,0.66,0,1,0.095238095,0,0.74663293,0,0.229472758,0.156534458,0.4,0.576258593,0.721594723,3,0,21,9,2023
353797632,0.714285714,0,1,0.744,0.642439475,1,1,0,85035,1,1,0,0,0.01,0,1,0.571428571,1,0.34368427,3,0.526236579,0.426908127,0,0.73711935,0.488700365,1,1,10,11,2023
353880576,0.642857143,0,1,0.632,0.607560525,1,1,0,85013,1,1,0,0,0.88,0,0,0.571428571,1,0.553030002,6,0.33927619,0.464313226,1,0.505093315,0.473796794,1,0,3,3,2023
353942784,0.678571429,1,1,0.488,0.625102585,1,1,0,80105,2,0,0,0,0.77,0,0,0.666666667,1,0.652441751,0,0.594193849,0.451526611,0.4,0.823568724,0.789809512,6,0,11,9,2023
353984256,0.607142857,0,0,0.456,0.586889618,1,0,1,80021,3,0,0,0,0.37,0,0,0.666666667,2,0.682229132,3,0.57424476,0.379813912,0,0.375,0.618123097,3,0,3,8,2024
354212352,0.214285714,1,1,0.744,0.312371769,1,1,0,80020,2,0,0,0,0.57,0,1,0.476190476,0,0.344920145,2,0.120558006,0.300400121,0,0.352783681,0.429099213,3,0,19,8,2024
354295296,0.482142857,0,1,0.664,0.514002872,0,1,0,15003,2,1,0,0,0.92,0,0,0.571428571,2,0.181206605,2,0.780616231,0.830353645,0.4,0.306150998,0.653905712,4,0,25,9,2023
354316032,0.303571429,1,1,0.76,0.389515798,0,1,0,80037,5,2,0.4,0,0.02,0,1,0.666666667,1,0.559933844,3,0.199029221,0.592036205,1,0.43611148,0.738233945,2,0,26,9,2024
354378240,0.571428571,1,1,0.6,1,1,1,1,50028,2,0,0,0,0.6,0,1,0.285714286,1,0.29826397,4,0.142340075,0.313546833,0,0.499705277,0.663569403,2,0,18,3,2024
354647808,0.482142857,1,0,0.36,0.514464506,1,0,0,20140,5,1,0,0,0.84,0,1,0.571428571,1,0.137855986,0,0.262605598,0.486503515,0,0.371919935,0.693536619,6,1,23,5,2024
354751488,0.357142857,1,1,0.568,0.430190808,1,1,0,20106,2,2,0,0,0.5,0,1,0.285714286,2,0.150111804,6,0.474312865,0.462859403,0,0.73711935,0.710784257,4,0,23,9,2024
354917376,1,0,0,0.312,0.772825195,1,1,0,50026,3,0,1,0,0.67,0,0,0.380952381,2,0.373062792,0,0.102990084,0.284207859,1,0.505093315,0.614020676,1,0,6,4,2024
354979584,0.357142857,1,1,0.728,0.430498564,1,0,0,50025,1,1,0,0,0.97,0,0,0.476190476,2,0.468841638,5,0.048615604,0.323059108,1,0.511419487,0.426634939,2,0,3,3,2023
355000320,0.428571429,1,1,0.456,0.4806627,1,1,1,15044,7,2,0,0,0.03,0,0,0.476190476,2,0.656792785,6,0.366421646,0.183675095,0.4,0.823568724,0.624678596,5,0,1,11,2023
355124736,0.535714286,1,1,0.472,0.547189167,1,1,0,80030,2,1,0,0,0.04,0,1,0.380952381,2,0.330854264,5,0.161098945,0.438125987,0,0.375,0.563916449,3,1,7,8,2023
355249152,0.339285714,0,1,0.312,1,1,1,1,15059,4,1,0,0,0.5,0,0,0.857142857,1,0.584478252,4,0.554470838,0.275086709,1,0.43611148,0.582977966,6,0,5,3,2023
355311360,0.5,0,0,0.456,1,0,0,1,50005,5,2,0.8,0,0.26,0,0,0.19047619,0,0.389572526,3,0.496956755,0.314414563,0,0.371919935,0.517742084,5,0,2,11,2023
355373568,0.446428571,1,1,0.488,0.491588018,1,1,1,15019,1,1,0.4,0,0,0,1,0.380952381,0,0.930881838,3,0.129355275,0.19730799,0.4,0.576258593,0.80906491,2,1,23,6,2023
355435776,0.357142857,1,1,0.744,0.429677883,0,1,1,20134,1,1,0,0,0.36,0,1,0.095238095,1,0.495944634,4,0.268665797,0.167137683,0,0.73711935,0.509378495,5,1,4,10,2024
355560192,0.660714286,1,1,0.712,0.616947066,1,1,0,85037,3,2,0,0,0.51,0,1,0.476190476,1,0.541485209,4,0.805731872,0.280860301,1,0.505093315,0.475182824,5,0,9,12,2023
355580928,0.803571429,0,1,0.568,0.684345507,0,0,1,15043,1,1,0,0,0.18,0,1,0.19047619,2,0.261344413,1,0.176752444,0.411958792,1,0.511419487,0.573831706,1,0,27,10,2023
355974912,0.625,0,1,0.568,0.597148133,0,1,0,80012,4,0,0,0,0.51,0,0,0.285714286,2,0.436042703,3,0.810665802,0.499523924,0,0.375,0.308908735,3,0,31,3,2024
356016384,0.625,1,0,0.504,0.597455888,1,1,0,80024,5,1,0,0,0.84,0,1,0.19047619,0,0.44221172,4,0.074367482,0.200854393,0,0.60068326,0.848537378,5,1,23,5,2024
356161536,0.410714286,0,1,0.648,1,1,1,0,15054,3,1,0,0,0,0,1,0.476190476,1,0.286196237,1,0.408021906,0.334479315,0,0.352783681,0.597005326,7,0,17,8,2024
356265216,0.214285714,1,1,0.52,0.311345917,1,0,0,20111,2,2,0.4,0,0.93,0,1,0.476190476,0,0.344594388,4,0.524641719,0.553089461,0.4,0.306150998,0.501305467,3,1,23,9,2024
356285952,0.839285714,0,1,0.68,0.700451375,1,0,0,20155,4,2,0,0,0.5,0,0,0.380952381,0,0.239961239,5,0.608008195,0.446241095,1,0.43611148,0.597727559,4,0,29,1,2023
356327424,0.267857143,1,0,0.184,0.358278621,1,0,0,20155,5,1,0,0,0.83,0,1,0.761904762,1,0.066195777,6,0.953616274,0.8243932,0,0.499705277,0.957914911,3,1,27,4,2023
356534784,0.464285714,0,1,0.312,0.50338531,1,1,1,80019,3,2,0,0,0.07,0,0,0.952380952,0,0.491598138,5,0.516758467,0.408923045,1,0.505093315,0.458053316,3,0,30,9,2023
356555520,0.267857143,0,1,0.52,0.35945835,0,0,1,80033,4,1,0,0,0.06,0,0,0.666666667,2,0.772484942,0,0.63808273,0.936864435,1,0.511419487,0.569387689,4,0,1,9,2024
356617728,0.321428571,0,1,0.568,1,0,1,1,50005,4,0,0,0,0.5,0,0,0.761904762,2,0.374221155,5,0.408114904,0.179525145,0,0.60068326,0.820401954,5,0,23,7,2023
356638464,0.857142857,1,0,0.584,1,1,1,0,80016,1,1,0.4,0,1,0,1,0.095238095,1,0.393480954,4,0.508062463,0.691513554,0,0.352783681,0.783508628,6,0,27,12,2024
356721408,0.571428571,0,1,0.92,1,1,0,0,50043,6,1,0.4,0,0.69,0,0,0.571428571,0,0.720962626,6,0.497632022,0.420054171,1,0.43611148,0.682583041,4,0,12,9,2023
356762880,0.535714286,1,1,0.632,1,0,1,0,80041,2,1,0,0,0.21,0,0,0.857142857,1,0.253772343,6,0.576460292,0.237056626,0.4,0.910109421,0.817125357,5,0,1,4,2024
357011712,0.517857143,0,1,0.056,0.536828067,1,1,1,50051,7,2,0,0,0.98,0,1,0.19047619,2,0.537489869,1,1,0.276797593,0,0.73711935,0.674944418,2,0,28,8,2024
357032448,0.357142857,1,1,0.248,0.430088223,0,0,1,80003,6,1,0.4,0,0,0,1,0.857142857,0,0.500734662,0,0.337085421,0.557532199,1,0.505093315,0.485348031,2,1,26,11,2024
357136128,0.696428571,0,1,0.744,0.632540008,0,1,0,15034,6,0,0,0,0.86,0,0,0.571428571,0,0.411577625,1,0.801026195,0.345562277,1,0.511419487,0.754050299,2,0,20,6,2023
357156864,0.482142857,0,1,0.84,0.514105458,0,1,1,20152,3,2,0.4,0,1,0,1,0.095238095,0,0.855984728,3,0.375712064,0.327484202,0.4,0.823568724,0.705406953,3,0,22,4,2023
357177600,0.482142857,1,1,0.872,0.515028724,1,0,0,85050,6,1,0,0,0.52,0,1,0.761904762,1,0.473697296,1,0.411575041,0.212710106,0,0.375,0.56445074,3,1,26,3,2024
357405696,0.607142857,1,1,0.68,0.587146081,1,1,1,15007,3,2,0.4,0,0.71,0,1,0.666666667,2,0.884043733,4,0.24005204,0.428183589,0.4,0.306150998,0.339168292,4,0,23,9,2023
